"Step","rule_based-run236  n=100 - GDP","rule_based-run236  n=100 - GDP__MIN","rule_based-run236  n=100 - GDP__MAX","independent_ppo-run5  n=100 - GDP","independent_ppo-run5  n=100 - GDP__MIN","independent_ppo-run5  n=100 - GDP__MAX","independent_ppo-run4  n=10 - GDP","independent_ppo-run4  n=10 - GDP__MIN","independent_ppo-run4  n=10 - GDP__MAX","bmfac-run106  n=100 - GDP","bmfac-run106  n=100 - GDP__MIN","bmfac-run106  n=100 - GDP__MAX","maddpg-run36  n=100 - GDP","maddpg-run36  n=100 - GDP__MIN","maddpg-run36  n=100 - GDP__MAX","bmfac-run112  n=10 - GDP","bmfac-run112  n=10 - GDP__MIN","bmfac-run112  n=10 - GDP__MAX","rule_based-run235  n=10 - GDP","rule_based-run235  n=10 - GDP__MIN","rule_based-run235  n=10 - GDP__MAX","maddpg-run35  n=10 - GDP","maddpg-run35  n=10 - GDP__MIN","maddpg-run35  n=10 - GDP__MAX"
"1908","","","","654470.6178422224","654470.6178422224","654470.6178422224","169560.5765466314","169560.5765466314","169560.5765466314","1047265.3537051342","1047265.3537051342","1047265.3537051342","8258658.365641691","8258658.365641691","8258658.365641691","1802942.74466081","1802942.74466081","1802942.74466081","","","","4424777.342776499","4424777.342776499","4424777.342776499"
"1909","","","","696751.1552930794","696751.1552930794","696751.1552930794","255671.74644238892","255671.74644238892","255671.74644238892","1062229.4862404647","1062229.4862404647","1062229.4862404647","8449920.942183346","8449920.942183346","8449920.942183346","1815568.2891089856","1815568.2891089856","1815568.2891089856","","","","3714319.0124758836","3714319.0124758836","3714319.0124758836"
"1910","","","","674566.998928881","674566.998928881","674566.998928881","290446.3153454422","290446.3153454422","290446.3153454422","1033388.1795251922","1033388.1795251922","1033388.1795251922","8859824.82552519","8859824.82552519","8859824.82552519","1816414.977153642","1816414.977153642","1816414.977153642","","","","5803750.370614391","5803750.370614391","5803750.370614391"
"1911","","","","669881.25547883","669881.25547883","669881.25547883","132029.13619529016","132029.13619529016","132029.13619529016","1031218.374224638","1031218.374224638","1031218.374224638","8683920.550700692","8683920.550700692","8683920.550700692","1917533.1640674125","1917533.1640674125","1917533.1640674125","","","","5502803.863329128","5502803.863329128","5502803.863329128"
"1912","","","","667683.024585641","667683.024585641","667683.024585641","210330.4542568671","210330.4542568671","210330.4542568671","1081535.267894938","1081535.267894938","1081535.267894938","9384468.601168647","9384468.601168647","9384468.601168647","1838635.5354981343","1838635.5354981343","1838635.5354981343","","","","5152193.921911743","5152193.921911743","5152193.921911743"
"1913","","","","582520.2414851428","582520.2414851428","582520.2414851428","176843.77069107664","176843.77069107664","176843.77069107664","1042096.57572303","1042096.57572303","1042096.57572303","10342735.463868294","10342735.463868294","10342735.463868294","1800669.624962875","1800669.624962875","1800669.624962875","","","","5714025.419002039","5714025.419002039","5714025.419002039"
"1914","","","","647451.5895071647","647451.5895071647","647451.5895071647","234894.6945332575","234894.6945332575","234894.6945332575","1036924.265954628","1036924.265954628","1036924.265954628","10007848.907766601","10007848.907766601","10007848.907766601","1785357.3745663844","1785357.3745663844","1785357.3745663844","","","","319127.313334185","319127.313334185","319127.313334185"
"1915","","","","664676.7606515399","664676.7606515399","664676.7606515399","223829.97348420392","223829.97348420392","223829.97348420392","1065707.1742708678","1065707.1742708678","1065707.1742708678","9200646.506391505","9200646.506391505","9200646.506391505","1796375.954863015","1796375.954863015","1796375.954863015","","","","4729935.553566414","4729935.553566414","4729935.553566414"
"1916","","","","676244.120942702","676244.120942702","676244.120942702","189480.31439088788","189480.31439088788","189480.31439088788","1045977.0804844456","1045977.0804844456","1045977.0804844456","8942287.954034189","8942287.954034189","8942287.954034189","1788187.4122058037","1788187.4122058037","1788187.4122058037","","","","4582584.238300093","4582584.238300093","4582584.238300093"
"1917","","","","693983.9028810747","693983.9028810747","693983.9028810747","313414.07588188566","313414.07588188566","313414.07588188566","1064607.228748368","1064607.228748368","1064607.228748368","9859651.322975818","9859651.322975818","9859651.322975818","1859417.9274558716","1859417.9274558716","1859417.9274558716","","","","5218939.994847242","5218939.994847242","5218939.994847242"
"1918","","","","497962.13053260726","497962.13053260726","497962.13053260726","146098.58276146278","146098.58276146278","146098.58276146278","1009374.676247082","1009374.676247082","1009374.676247082","7583852.536578782","7583852.536578782","7583852.536578782","1852108.119917494","1852108.119917494","1852108.119917494","","","","3275126.5129580433","3275126.5129580433","3275126.5129580433"
"1919","","","","717774.6445142773","717774.6445142773","717774.6445142773","244789.03656974714","244789.03656974714","244789.03656974714","1051854.8872173924","1051854.8872173924","1051854.8872173924","10698567.978770403","10698567.978770403","10698567.978770403","1774866.338333339","1774866.338333339","1774866.338333339","","","","4184321.959943762","4184321.959943762","4184321.959943762"
"1920","","","","621071.0823602447","621071.0823602447","621071.0823602447","287847.9294947865","287847.9294947865","287847.9294947865","1052925.469595243","1052925.469595243","1052925.469595243","9889366.124177013","9889366.124177013","9889366.124177013","1845655.9260442753","1845655.9260442753","1845655.9260442753","","","","2089469.315690997","2089469.315690997","2089469.315690997"
"1921","","","","704572.5429753126","704572.5429753126","704572.5429753126","259074.2249332477","259074.2249332477","259074.2249332477","1075917.2762852663","1075917.2762852663","1075917.2762852663","9896564.436864624","9896564.436864624","9896564.436864624","1902550.411843893","1902550.411843893","1902550.411843893","","","","3900265.1011827756","3900265.1011827756","3900265.1011827756"
"1922","","","","724380.4130388484","724380.4130388484","724380.4130388484","213549.51483603005","213549.51483603005","213549.51483603005","1079478.145210868","1079478.145210868","1079478.145210868","9713925.118620897","9713925.118620897","9713925.118620897","1776060.136184705","1776060.136184705","1776060.136184705","","","","5185630.376335254","5185630.376335254","5185630.376335254"
"1923","","","","704070.3719952378","704070.3719952378","704070.3719952378","230583.3814773105","230583.3814773105","230583.3814773105","1042329.2949221613","1042329.2949221613","1042329.2949221613","9696296.413811728","9696296.413811728","9696296.413811728","1802848.3323535125","1802848.3323535125","1802848.3323535125","","","","6697647.2287268145","6697647.2287268145","6697647.2287268145"
"1924","","","","687447.3600768035","687447.3600768035","687447.3600768035","167412.2354876396","167412.2354876396","167412.2354876396","1052212.7196105244","1052212.7196105244","1052212.7196105244","8907198.192916766","8907198.192916766","8907198.192916766","1807440.490857267","1807440.490857267","1807440.490857267","","","","5919019.415749341","5919019.415749341","5919019.415749341"
"1925","","","","589075.1980757779","589075.1980757779","589075.1980757779","311049.8047891692","311049.8047891692","311049.8047891692","1057943.3485972923","1057943.3485972923","1057943.3485972923","8202355.721068372","8202355.721068372","8202355.721068372","1791459.985306592","1791459.985306592","1791459.985306592","","","","3270407.8599661044","3270407.8599661044","3270407.8599661044"
"1926","","","","696968.9079240332","696968.9079240332","696968.9079240332","177566.4365816745","177566.4365816745","177566.4365816745","1023058.1383387635","1023058.1383387635","1023058.1383387635","8175211.279679571","8175211.279679571","8175211.279679571","1815192.2775211353","1815192.2775211353","1815192.2775211353","","","","9500178.953358207","9500178.953358207","9500178.953358207"
"1927","","","","685587.6229017647","685587.6229017647","685587.6229017647","179043.56659692834","179043.56659692834","179043.56659692834","1015288.309117767","1015288.309117767","1015288.309117767","9218205.59328515","9218205.59328515","9218205.59328515","1857432.5858367695","1857432.5858367695","1857432.5858367695","","","","7354094.805503938","7354094.805503938","7354094.805503938"
"1928","","","","677349.9891315303","677349.9891315303","677349.9891315303","233410.9760893704","233410.9760893704","233410.9760893704","995132.9778856507","995132.9778856507","995132.9778856507","8757595.128641928","8757595.128641928","8757595.128641928","1919679.091344479","1919679.091344479","1919679.091344479","","","","4855937.883009141","4855937.883009141","4855937.883009141"
"1929","","","","623072.8740721529","623072.8740721529","623072.8740721529","335568.83371091454","335568.83371091454","335568.83371091454","1011413.8592498893","1011413.8592498893","1011413.8592498893","8478588.956126872","8478588.956126872","8478588.956126872","1802327.7739671995","1802327.7739671995","1802327.7739671995","","","","2988776.9196119523","2988776.9196119523","2988776.9196119523"
"1930","","","","717107.6216769662","717107.6216769662","717107.6216769662","161030.34702551382","161030.34702551382","161030.34702551382","1009907.9914631296","1009907.9914631296","1009907.9914631296","8346569.194259449","8346569.194259449","8346569.194259449","1855153.6155504014","1855153.6155504014","1855153.6155504014","","","","4925236.896812039","4925236.896812039","4925236.896812039"
"1931","","","","573246.5471121026","573246.5471121026","573246.5471121026","301305.37246637105","301305.37246637105","301305.37246637105","1000328.1808286242","1000328.1808286242","1000328.1808286242","9744844.227282496","9744844.227282496","9744844.227282496","1782206.7392737686","1782206.7392737686","1782206.7392737686","","","","3705380.875284298","3705380.875284298","3705380.875284298"
"1932","","","","580949.3823522782","580949.3823522782","580949.3823522782","260071.63617807112","260071.63617807112","260071.63617807112","1044441.9870918801","1044441.9870918801","1044441.9870918801","8130408.895115092","8130408.895115092","8130408.895115092","1832498.9999566358","1832498.9999566358","1832498.9999566358","","","","2229450.32084437","2229450.32084437","2229450.32084437"
"1933","","","","505655.501067795","505655.501067795","505655.501067795","218033.82714432708","218033.82714432708","218033.82714432708","1071776.616609815","1071776.616609815","1071776.616609815","10039104.263836209","10039104.263836209","10039104.263836209","1809047.492627142","1809047.492627142","1809047.492627142","","","","5589091.216742701","5589091.216742701","5589091.216742701"
"1934","","","","689366.281331978","689366.281331978","689366.281331978","271427.9056024624","271427.9056024624","271427.9056024624","1059452.4021864953","1059452.4021864953","1059452.4021864953","9546459.118241396","9546459.118241396","9546459.118241396","1827264.373953708","1827264.373953708","1827264.373953708","","","","5961400.681655057","5961400.681655057","5961400.681655057"
"1935","","","","557166.6756411842","557166.6756411842","557166.6756411842","139132.89474432016","139132.89474432016","139132.89474432016","1065988.9247331396","1065988.9247331396","1065988.9247331396","9102329.817539418","9102329.817539418","9102329.817539418","1759579.7636374473","1759579.7636374473","1759579.7636374473","","","","6205062.74672341","6205062.74672341","6205062.74672341"
"1936","","","","681482.8936287798","681482.8936287798","681482.8936287798","207375.97383527856","207375.97383527856","207375.97383527856","1027255.7914083","1027255.7914083","1027255.7914083","8779124.6130541","8779124.6130541","8779124.6130541","1837599.6351522102","1837599.6351522102","1837599.6351522102","","","","5083970.004649486","5083970.004649486","5083970.004649486"
"1937","","","","696471.1419219606","696471.1419219606","696471.1419219606","180402.66624209413","180402.66624209413","180402.66624209413","1082562.0582566964","1082562.0582566964","1082562.0582566964","9440357.336543633","9440357.336543633","9440357.336543633","1842585.2037991933","1842585.2037991933","1842585.2037991933","","","","4876651.345261383","4876651.345261383","4876651.345261383"
"1938","","","","688465.8728280979","688465.8728280979","688465.8728280979","227774.95719501952","227774.95719501952","227774.95719501952","1051892.3104334588","1051892.3104334588","1051892.3104334588","9459609.070924986","9459609.070924986","9459609.070924986","1817546.5900518603","1817546.5900518603","1817546.5900518603","","","","3759460.9823544053","3759460.9823544053","3759460.9823544053"
"1939","","","","576970.4754302425","576970.4754302425","576970.4754302425","232502.83056089017","232502.83056089017","232502.83056089017","1055179.6960748911","1055179.6960748911","1055179.6960748911","9307310.897781627","9307310.897781627","9307310.897781627","1734431.7267067481","1734431.7267067481","1734431.7267067481","","","","4394795.939583187","4394795.939583187","4394795.939583187"
"1940","","","","640528.3006253212","640528.3006253212","640528.3006253212","175418.1189530047","175418.1189530047","175418.1189530047","1078076.063004961","1078076.063004961","1078076.063004961","8280844.30558142","8280844.30558142","8280844.30558142","1806213.9027584288","1806213.9027584288","1806213.9027584288","","","","3538472.5598982596","3538472.5598982596","3538472.5598982596"
"1941","","","","591250.684782922","591250.684782922","591250.684782922","225511.44609253018","225511.44609253018","225511.44609253018","1031941.7556202195","1031941.7556202195","1031941.7556202195","10014365.206751274","10014365.206751274","10014365.206751274","1825521.6147589907","1825521.6147589907","1825521.6147589907","","","","3728100.310179202","3728100.310179202","3728100.310179202"
"1942","","","","565419.6606775528","565419.6606775528","565419.6606775528","349834.7718438346","349834.7718438346","349834.7718438346","1045689.8832096744","1045689.8832096744","1045689.8832096744","9184432.87229482","9184432.87229482","9184432.87229482","1798335.9390784136","1798335.9390784136","1798335.9390784136","","","","5091795.1370058395","5091795.1370058395","5091795.1370058395"
"1943","","","","596997.9422476293","596997.9422476293","596997.9422476293","188110.05075186715","188110.05075186715","188110.05075186715","1069868.931029792","1069868.931029792","1069868.931029792","8073599.060851201","8073599.060851201","8073599.060851201","1738357.1680480898","1738357.1680480898","1738357.1680480898","","","","4301802.738961514","4301802.738961514","4301802.738961514"
"1944","","","","590933.9696951349","590933.9696951349","590933.9696951349","232812.1044608763","232812.1044608763","232812.1044608763","1071172.8020509316","1071172.8020509316","1071172.8020509316","10176208.858948058","10176208.858948058","10176208.858948058","1729023.8176509433","1729023.8176509433","1729023.8176509433","","","","4678937.241190728","4678937.241190728","4678937.241190728"
"1945","","","","646280.8732401587","646280.8732401587","646280.8732401587","203297.14711240743","203297.14711240743","203297.14711240743","1047445.6085689372","1047445.6085689372","1047445.6085689372","9619245.508438382","9619245.508438382","9619245.508438382","1696535.5980628817","1696535.5980628817","1696535.5980628817","","","","5583236.92534855","5583236.92534855","5583236.92534855"
"1946","","","","566615.1410524703","566615.1410524703","566615.1410524703","281404.30550485145","281404.30550485145","281404.30550485145","1100241.0396664392","1100241.0396664392","1100241.0396664392","9427522.329087907","9427522.329087907","9427522.329087907","1651320.8001847672","1651320.8001847672","1651320.8001847672","","","","2292307.914342928","2292307.914342928","2292307.914342928"
"1947","","","","640323.126682499","640323.126682499","640323.126682499","265285.8009455372","265285.8009455372","265285.8009455372","1083652.7249057381","1083652.7249057381","1083652.7249057381","6928988.55279212","6928988.55279212","6928988.55279212","1673510.406356891","1673510.406356891","1673510.406356891","","","","2286235.01306306","2286235.01306306","2286235.01306306"
"1948","","","","534051.3760251518","534051.3760251518","534051.3760251518","172372.08857584256","172372.08857584256","172372.08857584256","1096545.7618951206","1096545.7618951206","1096545.7618951206","8568894.260995228","8568894.260995228","8568894.260995228","1604294.4051461485","1604294.4051461485","1604294.4051461485","","","","4425194.7256268645","4425194.7256268645","4425194.7256268645"
"1949","","","","725593.1935027168","725593.1935027168","725593.1935027168","210338.60468329123","210338.60468329123","210338.60468329123","1080958.1497180613","1080958.1497180613","1080958.1497180613","8596316.810822688","8596316.810822688","8596316.810822688","1668595.507289114","1668595.507289114","1668595.507289114","","","","5145799.2727564","5145799.2727564","5145799.2727564"
"1950","","","","662949.9058689565","662949.9058689565","662949.9058689565","188298.45129167693","188298.45129167693","188298.45129167693","1063399.5971064754","1063399.5971064754","1063399.5971064754","8766367.646345288","8766367.646345288","8766367.646345288","1660150.2833216316","1660150.2833216316","1660150.2833216316","","","","4190459.7266986403","4190459.7266986403","4190459.7266986403"
"1951","","","","591725.3601016321","591725.3601016321","591725.3601016321","286283.0580279055","286283.0580279055","286283.0580279055","999214.6884535459","999214.6884535459","999214.6884535459","9138638.99872408","9138638.99872408","9138638.99872408","1680153.8569272477","1680153.8569272477","1680153.8569272477","","","","4471363.145100972","4471363.145100972","4471363.145100972"
"1952","","","","639868.5520154733","639868.5520154733","639868.5520154733","163989.2874678386","163989.2874678386","163989.2874678386","999953.7871164454","999953.7871164454","999953.7871164454","10848428.833631417","10848428.833631417","10848428.833631417","1613920.0170387537","1613920.0170387537","1613920.0170387537","","","","4051765.401666194","4051765.401666194","4051765.401666194"
"1953","","","","676640.3436083915","676640.3436083915","676640.3436083915","179627.22765462694","179627.22765462694","179627.22765462694","1021572.5098492784","1021572.5098492784","1021572.5098492784","9177267.051422514","9177267.051422514","9177267.051422514","1674523.6904443954","1674523.6904443954","1674523.6904443954","","","","3613937.7556564366","3613937.7556564366","3613937.7556564366"
"1954","","","","630640.9249144953","630640.9249144953","630640.9249144953","248954.57891199816","248954.57891199816","248954.57891199816","1024261.1420786331","1024261.1420786331","1024261.1420786331","9547902.674215991","9547902.674215991","9547902.674215991","1656047.795111664","1656047.795111664","1656047.795111664","","","","4346545.409553187","4346545.409553187","4346545.409553187"
"1955","","","","600535.6899677922","600535.6899677922","600535.6899677922","273167.77311573806","273167.77311573806","273167.77311573806","1007935.4131656125","1007935.4131656125","1007935.4131656125","9088112.329992637","9088112.329992637","9088112.329992637","1644318.6645148417","1644318.6645148417","1644318.6645148417","","","","5334935.213724648","5334935.213724648","5334935.213724648"
"1956","","","","645836.0594931912","645836.0594931912","645836.0594931912","234141.56819204753","234141.56819204753","234141.56819204753","1009384.3165060567","1009384.3165060567","1009384.3165060567","9321401.874102987","9321401.874102987","9321401.874102987","1594896.176003832","1594896.176003832","1594896.176003832","","","","7128341.102120277","7128341.102120277","7128341.102120277"
"1957","","","","623160.8137455169","623160.8137455169","623160.8137455169","320211.79657178686","320211.79657178686","320211.79657178686","988148.2239460878","988148.2239460878","988148.2239460878","10202961.12080409","10202961.12080409","10202961.12080409","1612651.140058121","1612651.140058121","1612651.140058121","","","","6169553.434316577","6169553.434316577","6169553.434316577"
"1958","","","","670416.1090522837","670416.1090522837","670416.1090522837","205904.50208494073","205904.50208494073","205904.50208494073","958592.0380794008","958592.0380794008","958592.0380794008","7820971.645902869","7820971.645902869","7820971.645902869","1620776.481013088","1620776.481013088","1620776.481013088","","","","4286419.633576096","4286419.633576096","4286419.633576096"
"1959","","","","541550.3894552587","541550.3894552587","541550.3894552587","207542.13258675116","207542.13258675116","207542.13258675116","952661.142905172","952661.142905172","952661.142905172","9593150.812002225","9593150.812002225","9593150.812002225","1713791.6910756421","1713791.6910756421","1713791.6910756421","","","","5656887.954817206","5656887.954817206","5656887.954817206"
"1960","","","","575707.1767612735","575707.1767612735","575707.1767612735","235254.97286995713","235254.97286995713","235254.97286995713","980740.1492440725","980740.1492440725","980740.1492440725","8458986.93973851","8458986.93973851","8458986.93973851","1804130.9852558486","1804130.9852558486","1804130.9852558486","","","","5604535.431878543","5604535.431878543","5604535.431878543"
"1961","","","","637120.1020596471","637120.1020596471","637120.1020596471","426827.22569724795","426827.22569724795","426827.22569724795","974913.4905135209","974913.4905135209","974913.4905135209","9334830.882432817","9334830.882432817","9334830.882432817","1910481.8139415116","1910481.8139415116","1910481.8139415116","","","","4442116.802874223","4442116.802874223","4442116.802874223"
"1962","","","","592802.7055133156","592802.7055133156","592802.7055133156","240078.99275798348","240078.99275798348","240078.99275798348","952772.2404740313","952772.2404740313","952772.2404740313","9448924.213104097","9448924.213104097","9448924.213104097","1860461.0002170685","1860461.0002170685","1860461.0002170685","","","","5983315.143632833","5983315.143632833","5983315.143632833"
"1963","","","","636564.772819848","636564.772819848","636564.772819848","210989.80330223055","210989.80330223055","210989.80330223055","968806.0334230263","968806.0334230263","968806.0334230263","9621084.533221493","9621084.533221493","9621084.533221493","1871546.5469553522","1871546.5469553522","1871546.5469553522","","","","4979950.447471624","4979950.447471624","4979950.447471624"
"1964","","","","629277.159225514","629277.159225514","629277.159225514","207600.73559080585","207600.73559080585","207600.73559080585","967408.6612630554","967408.6612630554","967408.6612630554","8095819.467031257","8095819.467031257","8095819.467031257","1896379.6278308942","1896379.6278308942","1896379.6278308942","","","","5710435.393386853","5710435.393386853","5710435.393386853"
"1965","","","","691700.8370496229","691700.8370496229","691700.8370496229","180848.2550632413","180848.2550632413","180848.2550632413","990472.5897122448","990472.5897122448","990472.5897122448","8813556.95340003","8813556.95340003","8813556.95340003","1821260.4798451029","1821260.4798451029","1821260.4798451029","","","","5729642.804779255","5729642.804779255","5729642.804779255"
"1966","","","","734475.2937755719","734475.2937755719","734475.2937755719","261282.82710917515","261282.82710917515","261282.82710917515","980788.542774956","980788.542774956","980788.542774956","8437284.924490063","8437284.924490063","8437284.924490063","1923236.0163696022","1923236.0163696022","1923236.0163696022","","","","5691285.338949939","5691285.338949939","5691285.338949939"
"1967","","","","661784.7766749108","661784.7766749108","661784.7766749108","160311.15904800163","160311.15904800163","160311.15904800163","907782.9776837982","907782.9776837982","907782.9776837982","9541766.998006409","9541766.998006409","9541766.998006409","1769229.810893304","1769229.810893304","1769229.810893304","","","","7487951.320691127","7487951.320691127","7487951.320691127"
"1968","","","","692890.1066369051","692890.1066369051","692890.1066369051","189159.92611828176","189159.92611828176","189159.92611828176","922015.806197339","922015.806197339","922015.806197339","8461725.677641006","8461725.677641006","8461725.677641006","1852152.775515547","1852152.775515547","1852152.775515547","","","","5646997.816206487","5646997.816206487","5646997.816206487"
"1969","","","","608897.0241594946","608897.0241594946","608897.0241594946","386572.21144978626","386572.21144978626","386572.21144978626","973125.3350227855","973125.3350227855","973125.3350227855","9964202.124076692","9964202.124076692","9964202.124076692","1854204.4347386067","1854204.4347386067","1854204.4347386067","","","","5932556.035913715","5932556.035913715","5932556.035913715"
"1970","","","","615914.1095832959","615914.1095832959","615914.1095832959","192603.1133306764","192603.1133306764","192603.1133306764","964698.8940708811","964698.8940708811","964698.8940708811","9420331.266227955","9420331.266227955","9420331.266227955","1833626.0515463483","1833626.0515463483","1833626.0515463483","","","","4130545.9430590346","4130545.9430590346","4130545.9430590346"
"1971","","","","666596.0055311788","666596.0055311788","666596.0055311788","229305.743700046","229305.743700046","229305.743700046","933990.6729329719","933990.6729329719","933990.6729329719","9553286.639895668","9553286.639895668","9553286.639895668","1864517.8352355305","1864517.8352355305","1864517.8352355305","","","","6221535.619141917","6221535.619141917","6221535.619141917"
"1972","","","","656329.455263983","656329.455263983","656329.455263983","173327.2640661566","173327.2640661566","173327.2640661566","992187.0746831277","992187.0746831277","992187.0746831277","8111120.548656425","8111120.548656425","8111120.548656425","1856728.4705375782","1856728.4705375782","1856728.4705375782","","","","6340593.519487204","6340593.519487204","6340593.519487204"
"1973","","","","615796.0803028261","615796.0803028261","615796.0803028261","208572.7856281267","208572.7856281267","208572.7856281267","995890.4852376698","995890.4852376698","995890.4852376698","10434734.833612282","10434734.833612282","10434734.833612282","1908115.5406778834","1908115.5406778834","1908115.5406778834","","","","5178435.6376702655","5178435.6376702655","5178435.6376702655"
